NOT_ID,POLL_TYPE,POLLUTANT
133963,Pollutant Not Identified,Not Identified
138700,Pollutant Not Identified,Not Identified
165887,Pollutant Not Identified,Not Identified
181917,Pollutant Not Identified,Not Identified
38051,Pollutant Not Identified,Not Identified
38382,Pollutant Not Identified,Not Identified
84343,Pollutant Not Identified,Not Identified
96449,Pollutant Not Identified,Not Identified
99327,Pollutant Not Identified,Not Identified
100617,Pollutant Not Identified,Not Identified
106004,Pollutant Not Identified,Not Identified
174812,Pollutant Not Identified,Not Identified
180453,Pollutant Not Identified,Not Identified
188205,Pollutant Not Identified,Not Identified
233033,Pollutant Not Identified,Not Identified
235509,Pollutant Not Identified,Not Identified
258399,Pollutant Not Identified,Not Identified
274362,Pollutant Not Identified,Not Identified
343347,Pollutant Not Identified,Not Identified
352676,Pollutant Not Identified,Not Identified
397783,Pollutant Not Identified,Not Identified
406896,Pollutant Not Identified,Not Identified
421236,Pollutant Not Identified,Not Identified
440165,Pollutant Not Identified,Not Identified
444762,Pollutant Not Identified,Not Identified
526760,Pollutant Not Identified,Not Identified
527857,Pollutant Not Identified,Not Identified
539666,Pollutant Not Identified,Not Identified
562146,Pollutant Not Identified,Not Identified
582562,Pollutant Not Identified,Not Identified
599942,Pollutant Not Identified,Not Identified
600391,Pollutant Not Identified,Not Identified
614078,Pollutant Not Identified,Not Identified
620706,Pollutant Not Identified,Not Identified
632952,Pollutant Not Identified,Not Identified
669437,Pollutant Not Identified,Not Identified
678627,Pollutant Not Identified,Not Identified
656816,Pollutant Not Identified,Not Identified
695566,Pollutant Not Identified,Not Identified
709084,Pollutant Not Identified,Not Identified
714040,Pollutant Not Identified,Not Identified
717038,Pollutant Not Identified,Not Identified
728711,Pollutant Not Identified,Not Identified
729332,Pollutant Not Identified,Not Identified
782600,Pollutant Not Identified,Not Identified
899801,Pollutant Not Identified,Not Identified
900159,Pollutant Not Identified,Not Identified
745545,Pollutant Not Identified,Not Identified
787433,Pollutant Not Identified,Not Identified
824403,Pollutant Not Identified,Not Identified
920497,Pollutant Not Identified,Not Identified
926732,Pollutant Not Identified,Not Identified
958381,Pollutant Not Identified,Not Identified
1030604,Pollutant Not Identified,Not Identified
1039,Pollutant Not Identified,Not Identified
1181,Pollutant Not Identified,Not Identified
1879,Pollutant Not Identified,Not Identified
22110,Pollutant Not Identified,Not Identified
25824,Pollutant Not Identified,Not Identified
34613,Pollutant Not Identified,Not Identified
93505,Pollutant Not Identified,Not Identified
96553,Pollutant Not Identified,Not Identified
127169,Pollutant Not Identified,Not Identified
143998,Pollutant Not Identified,Not Identified
155008,Pollutant Not Identified,Not Identified
173121,Pollutant Not Identified,Not Identified
183074,Pollutant Not Identified,Not Identified
185050,Pollutant Not Identified,Not Identified
239150,Pollutant Not Identified,Not Identified
239960,Pollutant Not Identified,Not Identified
252375,Pollutant Not Identified,Not Identified
256210,Pollutant Not Identified,Not Identified
256997,Pollutant Not Identified,Not Identified
274647,Pollutant Not Identified,Not Identified
323962,Pollutant Not Identified,Not Identified
340934,Pollutant Not Identified,Not Identified
345550,Pollutant Not Identified,Not Identified
347344,Pollutant Not Identified,Not Identified
419883,Pollutant Not Identified,Not Identified
419938,Pollutant Not Identified,Not Identified
420235,Pollutant Not Identified,Not Identified
422517,Pollutant Not Identified,Not Identified
432810,Pollutant Not Identified,Not Identified
435514,Pollutant Not Identified,Not Identified
438662,Pollutant Not Identified,Not Identified
448463,Pollutant Not Identified,Not Identified
506498,Pollutant Not Identified,Not Identified
510437,Pollutant Not Identified,Not Identified
669440,Pollutant Not Identified,Not Identified
691827,Pollutant Not Identified,Not Identified
406990,Pollutant Not Identified,Not Identified
407829,Pollutant Not Identified,Not Identified
419852,Pollutant Not Identified,Not Identified
428139,Pollutant Not Identified,Not Identified
428547,Pollutant Not Identified,Not Identified
432543,Pollutant Not Identified,Not Identified
443538,Pollutant Not Identified,Not Identified
453088,Pollutant Not Identified,Not Identified
463956,Pollutant Not Identified,Not Identified
484760,Pollutant Not Identified,Not Identified
500419,Pollutant Not Identified,Not Identified
502459,Pollutant Not Identified,Not Identified
521737,Pollutant Not Identified,Not Identified
535909,Pollutant Not Identified,Not Identified
540433,Pollutant Not Identified,Not Identified
585368,Pollutant Not Identified,Not Identified
600454,Pollutant Not Identified,Not Identified
602465,Pollutant Not Identified,Not Identified
606411,Pollutant Not Identified,Not Identified
619663,Pollutant Not Identified,Not Identified
617343,Pollutant Not Identified,Not Identified
620952,Pollutant Not Identified,Not Identified
690280,Pollutant Not Identified,Not Identified
691814,Pollutant Not Identified,Not Identified
694405,Pollutant Not Identified,Not Identified
713365,Pollutant Not Identified,Not Identified
770310,Pollutant Not Identified,Not Identified
804075,Pollutant Not Identified,Not Identified
806211,Pollutant Not Identified,Not Identified
764721,Pollutant Not Identified,Not Identified
773660,Pollutant Not Identified,Not Identified
881869,Pollutant Not Identified,Not Identified
925750,Pollutant Not Identified,Not Identified
927242,Pollutant Not Identified,Not Identified
1006903,Pollutant Not Identified,Not Identified
1015058,Pollutant Not Identified,Not Identified
11404,Pollutant Not Identified,Not Identified
49552,Pollutant Not Identified,Not Identified
124785,Pollutant Not Identified,Not Identified
131962,Pollutant Not Identified,Not Identified
156944,Pollutant Not Identified,Not Identified
160686,Pollutant Not Identified,Not Identified
175357,Pollutant Not Identified,Not Identified
903760,Pollutant Not Identified,Not Identified
910812,Pollutant Not Identified,Not Identified
930595,Pollutant Not Identified,Not Identified
966862,Pollutant Not Identified,Not Identified
1052603,Pollutant Not Identified,Not Identified
2322,Pollutant Not Identified,Not Identified
15275,Pollutant Not Identified,Not Identified
25374,Pollutant Not Identified,Not Identified
35885,Pollutant Not Identified,Not Identified
37465,Pollutant Not Identified,Not Identified
75556,Pollutant Not Identified,Not Identified
88173,Pollutant Not Identified,Not Identified
97749,Pollutant Not Identified,Not Identified
98080,Pollutant Not Identified,Not Identified
102853,Pollutant Not Identified,Not Identified
111377,Pollutant Not Identified,Not Identified
144193,Pollutant Not Identified,Not Identified
169175,Pollutant Not Identified,Not Identified
172718,Pollutant Not Identified,Not Identified
180533,Pollutant Not Identified,Not Identified
181948,Pollutant Not Identified,Not Identified
203930,Pollutant Not Identified,Not Identified
230016,Pollutant Not Identified,Not Identified
238706,Pollutant Not Identified,Not Identified
241800,Pollutant Not Identified,Not Identified
254645,Pollutant Not Identified,Not Identified
254956,Pollutant Not Identified,Not Identified
259187,Pollutant Not Identified,Not Identified
268176,Pollutant Not Identified,Not Identified
269066,Pollutant Not Identified,Not Identified
301688,Pollutant Not Identified,Not Identified
314119,Pollutant Not Identified,Not Identified
330251,Pollutant Not Identified,Not Identified
335338,Pollutant Not Identified,Not Identified
339952,Pollutant Not Identified,Not Identified
340545,Pollutant Not Identified,Not Identified
341476,Pollutant Not Identified,Not Identified
343555,Pollutant Not Identified,Not Identified
359914,Pollutant Not Identified,Not Identified
408471,Pollutant Not Identified,Not Identified
423187,Pollutant Not Identified,Not Identified
429817,Pollutant Not Identified,Not Identified
496375,Pollutant Not Identified,Not Identified
220316,Pollutant Not Identified,Not Identified
240430,Pollutant Not Identified,Not Identified
248066,Pollutant Not Identified,Not Identified
254497,Pollutant Not Identified,Not Identified
306491,Pollutant Not Identified,Not Identified
324105,Pollutant Not Identified,Not Identified
324767,Pollutant Not Identified,Not Identified
326031,Pollutant Not Identified,Not Identified
344772,Pollutant Not Identified,Not Identified
356495,Pollutant Not Identified,Not Identified
366308,Pollutant Not Identified,Not Identified
392777,Pollutant Not Identified,Not Identified
394988,Pollutant Not Identified,Not Identified
397982,Pollutant Not Identified,Not Identified
406347,Pollutant Not Identified,Not Identified
418904,Pollutant Not Identified,Not Identified
420644,Pollutant Not Identified,Not Identified
424411,Pollutant Not Identified,Not Identified
435542,Pollutant Not Identified,Not Identified
437141,Pollutant Not Identified,Not Identified
438492,Pollutant Not Identified,Not Identified
467148,Pollutant Not Identified,Not Identified
491986,Pollutant Not Identified,Not Identified
504242,Pollutant Not Identified,Not Identified
509109,Pollutant Not Identified,Not Identified
518165,Pollutant Not Identified,Not Identified
523290,Pollutant Not Identified,Not Identified
650211,Pollutant Not Identified,Not Identified
692839,Pollutant Not Identified,Not Identified
700041,Pollutant Not Identified,Not Identified
767791,Pollutant Not Identified,Not Identified
795058,Pollutant Not Identified,Not Identified
816433,Pollutant Not Identified,Not Identified
817678,Pollutant Not Identified,Not Identified
938740,Pollutant Not Identified,Not Identified
953238,Pollutant Not Identified,Not Identified
973611,Pollutant Not Identified,Not Identified
1009327,Pollutant Not Identified,Not Identified
1012652,Pollutant Not Identified,Not Identified
1020120,Pollutant Not Identified,Not Identified
1038897,Pollutant Not Identified,Not Identified
6425,Other Pollutant,Other
12649,Other Pollutant,Other
21800,Other Pollutant,Other
51185,Other Pollutant,Other
323877,Pollutant Not Identified,Not Identified
323958,Pollutant Not Identified,Not Identified
331335,Pollutant Not Identified,Not Identified
343075,Pollutant Not Identified,Not Identified
366641,Pollutant Not Identified,Not Identified
411604,Pollutant Not Identified,Not Identified
424316,Pollutant Not Identified,Not Identified
433538,Pollutant Not Identified,Not Identified
481077,Pollutant Not Identified,Not Identified
509874,Pollutant Not Identified,Not Identified
523030,Pollutant Not Identified,Not Identified
612797,Pollutant Not Identified,Not Identified
631779,Pollutant Not Identified,Not Identified
642685,Pollutant Not Identified,Not Identified
664916,Pollutant Not Identified,Not Identified
687112,Pollutant Not Identified,Not Identified
710089,Pollutant Not Identified,Not Identified
742926,Pollutant Not Identified,Not Identified
754858,Pollutant Not Identified,Not Identified
778414,Pollutant Not Identified,Not Identified
805312,Pollutant Not Identified,Not Identified
802150,Pollutant Not Identified,Not Identified
782959,Pollutant Not Identified,Not Identified
817183,Pollutant Not Identified,Not Identified
846668,Pollutant Not Identified,Not Identified
844736,Pollutant Not Identified,Not Identified
865250,Pollutant Not Identified,Not Identified
878036,Pollutant Not Identified,Not Identified
910832,Pollutant Not Identified,Not Identified
907124,Pollutant Not Identified,Not Identified
914080,Pollutant Not Identified,Not Identified
918090,Pollutant Not Identified,Not Identified
929572,Pollutant Not Identified,Not Identified
955704,Pollutant Not Identified,Not Identified
14581,Pollutant Not Identified,Not Identified
16728,Pollutant Not Identified,Not Identified
18260,Pollutant Not Identified,Not Identified
18802,Pollutant Not Identified,Not Identified
21858,Pollutant Not Identified,Not Identified
32410,Pollutant Not Identified,Not Identified
44112,Pollutant Not Identified,Not Identified
69283,Pollutant Not Identified,Not Identified
72061,Pollutant Not Identified,Not Identified
705617,Pollutant Not Identified,Not Identified
711188,Pollutant Not Identified,Not Identified
719330,Pollutant Not Identified,Not Identified
722619,Pollutant Not Identified,Not Identified
750512,Pollutant Not Identified,Not Identified
785453,Pollutant Not Identified,Not Identified
787736,Pollutant Not Identified,Not Identified
799405,Pollutant Not Identified,Not Identified
829402,Pollutant Not Identified,Not Identified
880625,Pollutant Not Identified,Not Identified
891372,Pollutant Not Identified,Not Identified
906470,Pollutant Not Identified,Not Identified
920604,Pollutant Not Identified,Not Identified
908117,Pollutant Not Identified,Not Identified
1017700,Pollutant Not Identified,Not Identified
1022172,Pollutant Not Identified,Not Identified
1030507,Pollutant Not Identified,Not Identified
13715,Pollutant Not Identified,Not Identified
15724,Pollutant Not Identified,Not Identified
36644,Pollutant Not Identified,Not Identified
43164,Pollutant Not Identified,Not Identified
55610,Pollutant Not Identified,Not Identified
84093,Pollutant Not Identified,Not Identified
85189,Pollutant Not Identified,Not Identified
85706,Pollutant Not Identified,Not Identified
96357,Pollutant Not Identified,Not Identified
96636,Pollutant Not Identified,Not Identified
121362,Pollutant Not Identified,Not Identified
131782,Pollutant Not Identified,Not Identified
138963,Pollutant Not Identified,Not Identified
156164,Pollutant Not Identified,Not Identified
175820,Pollutant Not Identified,Not Identified
236394,Pollutant Not Identified,Not Identified
236823,Pollutant Not Identified,Not Identified
246196,Pollutant Not Identified,Not Identified
270137,Pollutant Not Identified,Not Identified
302345,Pollutant Not Identified,Not Identified
367539,Pollutant Not Identified,Not Identified
369439,Pollutant Not Identified,Not Identified
390012,Pollutant Not Identified,Not Identified
385406,Pollutant Not Identified,Not Identified
392463,Pollutant Not Identified,Not Identified
407185,Pollutant Not Identified,Not Identified
182709,Pollutant Not Identified,Not Identified
185417,Pollutant Not Identified,Not Identified
188152,Pollutant Not Identified,Not Identified
188939,Pollutant Not Identified,Not Identified
227731,Pollutant Not Identified,Not Identified
238861,Pollutant Not Identified,Not Identified
253363,Pollutant Not Identified,Not Identified
259382,Pollutant Not Identified,Not Identified
290142,Pollutant Not Identified,Not Identified
300476,Pollutant Not Identified,Not Identified
317156,Pollutant Not Identified,Not Identified
323777,Pollutant Not Identified,Not Identified
340516,Pollutant Not Identified,Not Identified
345475,Pollutant Not Identified,Not Identified
370330,Pollutant Not Identified,Not Identified
444588,Pollutant Not Identified,Not Identified
447191,Pollutant Not Identified,Not Identified
416058,Pollutant Not Identified,Not Identified
510456,Pollutant Not Identified,Not Identified
534066,Pollutant Not Identified,Not Identified
534862,Pollutant Not Identified,Not Identified
548740,Pollutant Not Identified,Not Identified
560004,Pollutant Not Identified,Not Identified
587813,Pollutant Not Identified,Not Identified
589487,Pollutant Not Identified,Not Identified
609325,Pollutant Not Identified,Not Identified
617000,Pollutant Not Identified,Not Identified
621443,Pollutant Not Identified,Not Identified
646681,Pollutant Not Identified,Not Identified
686217,Pollutant Not Identified,Not Identified
701962,Pollutant Not Identified,Not Identified
696781,Pollutant Not Identified,Not Identified
722162,Pollutant Not Identified,Not Identified
779971,Pollutant Not Identified,Not Identified
788262,Pollutant Not Identified,Not Identified
807443,Pollutant Not Identified,Not Identified
978254,Pollutant Not Identified,Not Identified
1024593,Pollutant Not Identified,Not Identified
1047509,Pollutant Not Identified,Not Identified
2824,Pollutant Not Identified,Not Identified
10321,Pollutant Not Identified,Not Identified
17782,Pollutant Not Identified,Not Identified
27681,Pollutant Not Identified,Not Identified
1037908,Pollutant Not Identified,Not Identified
5562,Pollutant Not Identified,Not Identified
21086,Pollutant Not Identified,Not Identified
26800,Pollutant Not Identified,Not Identified
28111,Pollutant Not Identified,Not Identified
52115,Pollutant Not Identified,Not Identified
55612,Pollutant Not Identified,Not Identified
67501,Pollutant Not Identified,Not Identified
77990,Pollutant Not Identified,Not Identified
84606,Pollutant Not Identified,Not Identified
96551,Pollutant Not Identified,Not Identified
100784,Pollutant Not Identified,Not Identified
146756,Pollutant Not Identified,Not Identified
168703,Pollutant Not Identified,Not Identified
168711,Pollutant Not Identified,Not Identified
169544,Pollutant Not Identified,Not Identified
169657,Pollutant Not Identified,Not Identified
179782,Pollutant Not Identified,Not Identified
181585,Pollutant Not Identified,Not Identified
190207,Pollutant Not Identified,Not Identified
207818,Pollutant Not Identified,Not Identified
245463,Pollutant Not Identified,Not Identified
246641,Pollutant Not Identified,Not Identified
257297,Pollutant Not Identified,Not Identified
258210,Pollutant Not Identified,Not Identified
259048,Pollutant Not Identified,Not Identified
284852,Pollutant Not Identified,Not Identified
317749,Pollutant Not Identified,Not Identified
323305,Pollutant Not Identified,Not Identified
326145,Pollutant Not Identified,Not Identified
391310,Pollutant Not Identified,Not Identified
419577,Pollutant Not Identified,Not Identified
419787,Pollutant Not Identified,Not Identified
420023,Pollutant Not Identified,Not Identified
434135,Pollutant Not Identified,Not Identified
541496,Pollutant Not Identified,Not Identified
607628,Pollutant Not Identified,Not Identified
609534,Pollutant Not Identified,Not Identified
611296,Pollutant Not Identified,Not Identified
662244,Pollutant Not Identified,Not Identified
669494,Pollutant Not Identified,Not Identified
707748,Pollutant Not Identified,Not Identified
744782,Pollutant Not Identified,Not Identified
691859,Pollutant Not Identified,Not Identified
701497,Pollutant Not Identified,Not Identified
698512,Pollutant Not Identified,Not Identified
704047,Pollutant Not Identified,Not Identified
722962,Pollutant Not Identified,Not Identified
791153,Pollutant Not Identified,Not Identified
812224,Pollutant Not Identified,Not Identified
818959,Pollutant Not Identified,Not Identified
821404,Pollutant Not Identified,Not Identified
865149,Pollutant Not Identified,Not Identified
866602,Pollutant Not Identified,Not Identified
898845,Pollutant Not Identified,Not Identified
906401,Pollutant Not Identified,Not Identified
924187,Pollutant Not Identified,Not Identified
23058,Pollutant Not Identified,Not Identified
33684,Pollutant Not Identified,Not Identified
35294,Pollutant Not Identified,Not Identified
61071,Pollutant Not Identified,Not Identified
62660,Pollutant Not Identified,Not Identified
85257,Pollutant Not Identified,Not Identified
91095,Pollutant Not Identified,Not Identified
94130,Pollutant Not Identified,Not Identified
97954,Pollutant Not Identified,Not Identified
100907,Pollutant Not Identified,Not Identified
112688,Pollutant Not Identified,Not Identified
113029,Pollutant Not Identified,Not Identified
140933,Pollutant Not Identified,Not Identified
164662,Pollutant Not Identified,Not Identified
166083,Pollutant Not Identified,Not Identified
181368,Pollutant Not Identified,Not Identified
199359,Pollutant Not Identified,Not Identified
222774,Pollutant Not Identified,Not Identified
228745,Pollutant Not Identified,Not Identified
235874,Pollutant Not Identified,Not Identified
240807,Pollutant Not Identified,Not Identified
253189,Pollutant Not Identified,Not Identified
255155,Pollutant Not Identified,Not Identified
258626,Pollutant Not Identified,Not Identified
283748,Pollutant Not Identified,Not Identified
336013,Pollutant Not Identified,Not Identified
337926,Pollutant Not Identified,Not Identified
340301,Pollutant Not Identified,Not Identified
370458,Pollutant Not Identified,Not Identified
185603,Pollutant Not Identified,Not Identified
215849,Pollutant Not Identified,Not Identified
233648,Pollutant Not Identified,Not Identified
241129,Pollutant Not Identified,Not Identified
257323,Pollutant Not Identified,Not Identified
264951,Pollutant Not Identified,Not Identified
311816,Pollutant Not Identified,Not Identified
325412,Pollutant Not Identified,Not Identified
328419,Pollutant Not Identified,Not Identified
337280,Pollutant Not Identified,Not Identified
342377,Pollutant Not Identified,Not Identified
398311,Pollutant Not Identified,Not Identified
407384,Pollutant Not Identified,Not Identified
412497,Pollutant Not Identified,Not Identified
420752,Pollutant Not Identified,Not Identified
422013,Pollutant Not Identified,Not Identified
422904,Pollutant Not Identified,Not Identified
433086,Pollutant Not Identified,Not Identified
438555,Pollutant Not Identified,Not Identified
466562,Pollutant Not Identified,Not Identified
506518,Pollutant Not Identified,Not Identified
518705,Pollutant Not Identified,Not Identified
522786,Pollutant Not Identified,Not Identified
523929,Pollutant Not Identified,Not Identified
538749,Pollutant Not Identified,Not Identified
550734,Pollutant Not Identified,Not Identified
585995,Pollutant Not Identified,Not Identified
591109,Pollutant Not Identified,Not Identified
594929,Pollutant Not Identified,Not Identified
610297,Pollutant Not Identified,Not Identified
669892,Pollutant Not Identified,Not Identified
684626,Pollutant Not Identified,Not Identified
694639,Pollutant Not Identified,Not Identified
694682,Pollutant Not Identified,Not Identified
696293,Pollutant Not Identified,Not Identified
704622,Pollutant Not Identified,Not Identified
726584,Pollutant Not Identified,Not Identified
784097,Pollutant Not Identified,Not Identified
802501,Pollutant Not Identified,Not Identified
810611,Pollutant Not Identified,Not Identified
812921,Pollutant Not Identified,Not Identified
852420,Pollutant Not Identified,Not Identified
868500,Pollutant Not Identified,Not Identified
499854,Pollutant Not Identified,Not Identified
523371,Pollutant Not Identified,Not Identified
562996,Pollutant Not Identified,Not Identified
567661,Pollutant Not Identified,Not Identified
579319,Pollutant Not Identified,Not Identified
585680,Pollutant Not Identified,Not Identified
604252,Pollutant Not Identified,Not Identified
610206,Pollutant Not Identified,Not Identified
643675,Pollutant Not Identified,Not Identified
667114,Pollutant Not Identified,Not Identified
683203,Pollutant Not Identified,Not Identified
683730,Pollutant Not Identified,Not Identified
693710,Pollutant Not Identified,Not Identified
695286,Pollutant Not Identified,Not Identified
728700,Pollutant Not Identified,Not Identified
728717,Pollutant Not Identified,Not Identified
774553,Pollutant Not Identified,Not Identified
823702,Pollutant Not Identified,Not Identified
832979,Pollutant Not Identified,Not Identified
863564,Pollutant Not Identified,Not Identified
903077,Pollutant Not Identified,Not Identified
943390,Pollutant Not Identified,Not Identified
946807,Pollutant Not Identified,Not Identified
978744,Pollutant Not Identified,Not Identified
1004494,Pollutant Not Identified,Not Identified
1019899,Pollutant Not Identified,Not Identified
1052254,Pollutant Not Identified,Not Identified
4926,Pollutant Not Identified,Not Identified
5258,Pollutant Not Identified,Not Identified
10400,Pollutant Not Identified,Not Identified
14311,Pollutant Not Identified,Not Identified
32642,Pollutant Not Identified,Not Identified
57814,Pollutant Not Identified,Not Identified
92859,Pollutant Not Identified,Not Identified
96817,Pollutant Not Identified,Not Identified
101687,Pollutant Not Identified,Not Identified
135307,Pollutant Not Identified,Not Identified
157710,Pollutant Not Identified,Not Identified
161001,Pollutant Not Identified,Not Identified
165127,Pollutant Not Identified,Not Identified
189726,Pollutant Not Identified,Not Identified
200560,Pollutant Not Identified,Not Identified
214782,Pollutant Not Identified,Not Identified
59523,Other Pollutant,Other
87403,Other Pollutant,Other
90168,Other Pollutant,Other
58810,Other Pollutant,Other
95980,Other Pollutant,Other
106741,Other Pollutant,Other
108210,Other Pollutant,Other
112496,Other Pollutant,Other
117664,Other Pollutant,Other
134453,Other Pollutant,Other
145321,Other Pollutant,Other
152052,Other Pollutant,Other
162253,Other Pollutant,Other
163964,Other Pollutant,Other
166104,Other Pollutant,Other
168275,Other Pollutant,Other
179866,Other Pollutant,Other
201351,Other Pollutant,Other
238100,Other Pollutant,Other
251317,Other Pollutant,Other
251498,Other Pollutant,Other
258534,Other Pollutant,Other
207371,Other Pollutant,Other
266000,Other Pollutant,Other
258606,Other Pollutant,Other
327946,Other Pollutant,Other
328575,Other Pollutant,Other
330116,Other Pollutant,Other
377365,Other Pollutant,Other
418269,Other Pollutant,Other
424253,Other Pollutant,Other
435599,Other Pollutant,Other
390004,Other Pollutant,Other
527238,Other Pollutant,Other
586144,Other Pollutant,Other
581898,Other Pollutant,Other
604876,Other Pollutant,Other
554020,Other Pollutant,Other
668015,Other Pollutant,Other
683338,Other Pollutant,Other
694724,Other Pollutant,Other
685142,Other Pollutant,Other
798348,Other Pollutant,Other
814216,Other Pollutant,Other
841074,Other Pollutant,Other
881132,Other Pollutant,Other
925742,Other Pollutant,Other
961230,Other Pollutant,Other
1050404,Other Pollutant,Other
1023304,Other Pollutant,Other
1134,Other Pollutant,Other
8753,Other Pollutant,Other
23725,Other Pollutant,Other
60214,Other Pollutant,Other
73629,Other Pollutant,Other
74343,Other Pollutant,Other
89738,Other Pollutant,Other
106733,Other Pollutant,Other
160793,Other Pollutant,Other
236347,Other Pollutant,Other
249182,Other Pollutant,Other
258869,Other Pollutant,Other
270646,Other Pollutant,Other
309326,Other Pollutant,Other
329866,Other Pollutant,Other
370054,Other Pollutant,Other
399295,Other Pollutant,Other
440342,Other Pollutant,Other
516039,Other Pollutant,Other
525502,Other Pollutant,Other
543805,Other Pollutant,Other
582701,Other Pollutant,Other
600563,Other Pollutant,Other
691555,Other Pollutant,Other
698588,Other Pollutant,Other
830854,Other Pollutant,Other
855560,Other Pollutant,Other
897527,Other Pollutant,Other
923047,Other Pollutant,Other
944312,Other Pollutant,Other
1020358,Other Pollutant,Other
1026980,Other Pollutant,Other
3715,Other Pollutant,Other
4382,Other Pollutant,Other
85750,Other Pollutant,Other
89578,Other Pollutant,Other
96865,Other Pollutant,Other
112161,Other Pollutant,Other
293953,Other Pollutant,Other
322515,Other Pollutant,Other
348592,Other Pollutant,Other
376522,Other Pollutant,Other
390425,Other Pollutant,Other
451025,Other Pollutant,Other
463796,Other Pollutant,Other
604235,Other Pollutant,Other
621647,Other Pollutant,Other
700233,Other Pollutant,Other
793086,Other Pollutant,Other
841659,Other Pollutant,Other
6963,Other Pollutant,Other
7583,Other Pollutant,Other
7804,Other Pollutant,Other
10796,Other Pollutant,Other
93093,Other Pollutant,Other
121096,Other Pollutant,Other
168646,Other Pollutant,Other
171392,Other Pollutant,Other
206012,Other Pollutant,Other
220623,Other Pollutant,Other
224120,Other Pollutant,Other
234771,Other Pollutant,Other
250052,Other Pollutant,Other
260172,Other Pollutant,Other
262813,Other Pollutant,Other
270027,Other Pollutant,Other
347324,Other Pollutant,Other
399125,Other Pollutant,Other
422193,Other Pollutant,Other
483860,Other Pollutant,Other
514071,Other Pollutant,Other
534570,Other Pollutant,Other
551256,Other Pollutant,Other
692511,Other Pollutant,Other
694715,Other Pollutant,Other
724517,Other Pollutant,Other
821278,Other Pollutant,Other
934144,Other Pollutant,Other
991071,Other Pollutant,Other
2609,Other Pollutant,Other
21923,Other Pollutant,Other
68692,Other Pollutant,Other
141638,Other Pollutant,Other
149995,Other Pollutant,Other
163825,Other Pollutant,Other
178775,Other Pollutant,Other
182478,Other Pollutant,Other
211226,Other Pollutant,Other
259140,Other Pollutant,Other
290809,Other Pollutant,Other
337097,Other Pollutant,Other
364694,Other Pollutant,Other
335879,Other Pollutant,Other
546560,Other Pollutant,Other
694478,Other Pollutant,Other
698586,Other Pollutant,Other
797205,Other Pollutant,Other
808579,Other Pollutant,Other
1025586,Other Pollutant,Other
1036437,Other Pollutant,Other
4493,Other Pollutant,Other
24357,Other Pollutant,Other
24616,Other Pollutant,Other
46915,Other Pollutant,Other
64647,Other Pollutant,Other
70862,Other Pollutant,Other
72229,Other Pollutant,Other
94689,Other Pollutant,Other
95870,Other Pollutant,Other
109554,Other Pollutant,Other
112267,Other Pollutant,Other
206695,Other Pollutant,Other
265261,Other Pollutant,Other
276444,Other Pollutant,Other
296489,Other Pollutant,Other
360127,Other Pollutant,Other
384674,Other Pollutant,Other
389962,Other Pollutant,Other
405212,Other Pollutant,Other
408350,Other Pollutant,Other
422639,Other Pollutant,Other
513501,Other Pollutant,Other
520643,Other Pollutant,Other
549600,Other Pollutant,Other
668667,Other Pollutant,Other
713631,Other Pollutant,Other
801399,Other Pollutant,Other
895006,Other Pollutant,Other
51846,Other Pollutant,Other
142565,Other Pollutant,Other
167824,Other Pollutant,Other
322846,Other Pollutant,Other
328464,Other Pollutant,Other
510967,Other Pollutant,Other
646947,Other Pollutant,Other
694751,Other Pollutant,Other
695299,Other Pollutant,Other
1013007,Other Pollutant,Other
1027461,Other Pollutant,Other
1030321,Other Pollutant,Other
5190,Other Pollutant,Other
48609,Other Pollutant,Other
62241,Other Pollutant,Other
64985,Other Pollutant,Other
86341,Other Pollutant,Other
90828,Other Pollutant,Other
99558,Other Pollutant,Other
112550,Other Pollutant,Other
179576,Other Pollutant,Other
242123,Other Pollutant,Other
270865,Other Pollutant,Other
279271,Other Pollutant,Other
367386,Other Pollutant,Other
417765,Other Pollutant,Other
422505,Other Pollutant,Other
447129,Other Pollutant,Other
488519,Other Pollutant,Other
659669,Other Pollutant,Other
717354,Other Pollutant,Other
842700,Other Pollutant,Other
882423,Other Pollutant,Other
946026,Other Pollutant,Other
1019638,Other Pollutant,Other
112376,Other Pollutant,Other
112584,Other Pollutant,Other
119752,Other Pollutant,Other
208615,Other Pollutant,Other
254851,Other Pollutant,Other
264895,Other Pollutant,Other
304163,Other Pollutant,Other
330045,Other Pollutant,Other
429764,Other Pollutant,Other
440337,Other Pollutant,Other
617665,Other Pollutant,Other
691817,Other Pollutant,Other
886145,Other Pollutant,Other
905868,Other Pollutant,Other
922807,Other Pollutant,Other
972383,Other Pollutant,Other
1024068,Other Pollutant,Other
94703,Other Pollutant,Microbiological
89674,Other Pollutant,Microbiological
172637,Other Pollutant,Microbiological
179493,Other Pollutant,Microbiological
327621,Other Pollutant,Microbiological
346238,Other Pollutant,Microbiological
374387,Other Pollutant,Microbiological
536856,Other Pollutant,Microbiological
591786,Other Pollutant,Microbiological
669452,Other Pollutant,Microbiological
799583,Other Pollutant,Microbiological
907100,Other Pollutant,Microbiological
14297,Other Pollutant,Microbiological
184557,Other Pollutant,Microbiological
312524,Other Pollutant,Microbiological
434505,Other Pollutant,Microbiological
519092,Other Pollutant,Microbiological
705538,Other Pollutant,Microbiological
